year,countrycode,padded_population_of_researchers,paddedpop,number_of_inmigrations,number_of_outmigrations,netmigration,outmigrationrate,inmigrationrate,netmigrationrate
2017.0,BE,50766,50766,2749,2725,24,0.05367766,0.054150417,0.00047275735
2018.0,BE,51298,51298,2810,2784,26,0.05427112,0.054777965,0.0005068424
2019.0,BE,51051,51051,2932,2986,-54,0.05849053,0.057432763,-0.0010577658
2020.0,BE,48742,48742,2817,2760,57,0.056624677,0.057794098,0.0011694226
2021.0,BE,45067,45067,2186,2071,115,0.045953803,0.04850556,0.0025517563
2022.0,BE,0,0,1492,1478,14,,,
1996.0,BF,121,121,0,0,0,0.0,0.0,0.0
1997.0,BF,150,150,6,3,3,0.02,0.04,0.02
1998.0,BF,179,179,10,8,2,0.044692736,0.05586592,0.011173184
1999.0,BF,205,205,4,10,-6,0.048780486,0.019512195,-0.029268293
2000.0,BF,227,227,9,9,0,0.039647575,0.039647575,0.0
2001.0,BF,259,259,13,11,2,0.042471044,0.05019305,0.0077220076
2002.0,BF,305,305,13,7,6,0.022950819,0.04262295,0.019672131
2003.0,BF,343,343,15,17,-2,0.04956268,0.04373178,-0.005830904
2004.0,BF,396,396,14,17,-3,0.04292929,0.035353534,-0.007575758
2005.0,BF,458,458,17,15,2,0.03275109,0.037117902,0.0043668123
2006.0,BF,528,528,21,19,2,0.035984848,0.039772727,0.003787879
2007.0,BF,594,594,24,28,-4,0.047138046,0.04040404,-0.0067340066
2008.0,BF,674,674,39,27,12,0.040059347,0.0578635,0.017804155
2009.0,BF,744,744,23,32,-9,0.043010753,0.030913979,-0.012096774
2010.0,BF,841,841,29,26,3,0.030915577,0.03448276,0.003567182
2011.0,BF,926,926,29,31,-2,0.03347732,0.031317495,-0.0021598272
2012.0,BF,1094,1094,53,32,21,0.029250458,0.04844607,0.019195613
2013.0,BF,1196,1196,42,49,-7,0.0409699,0.035117056,-0.0058528427
2014.0,BF,1293,1293,42,49,-7,0.037896365,0.032482598,-0.0054137665
2015.0,BF,1398,1398,63,53,10,0.037911303,0.04506438,0.0071530757
2016.0,BF,1518,1518,70,52,18,0.034255598,0.04611331,0.011857707
2017.0,BF,1581,1581,79,70,9,0.044275776,0.049968373,0.0056926
2018.0,BF,1612,1612,72,66,6,0.04094293,0.044665013,0.0037220845
2019.0,BF,1575,1575,80,96,-16,0.06095238,0.05079365,-0.01015873
2020.0,BF,1506,1506,68,68,0,0.045152724,0.045152724,0.0
2021.0,BF,1393,1393,60,55,5,0.03948313,0.043072507,0.0035893754
2022.0,BF,0,0,39,27,12,,,
1996.0,BG,2914,2914,0,0,0,0.0,0.0,0.0
1997.0,BG,3393,3393,62,68,-6,0.02004126,0.018272914,-0.0017683466
1998.0,BG,3778,3778,68,121,-53,0.032027528,0.017998941,-0.014028586
1999.0,BG,3854,3854,88,145,-57,0.03762325,0.02283342,-0.014789829
2000.0,BG,3896,3896,98,135,-37,0.034650926,0.025154004,-0.00949692
2001.0,BG,3954,3954,97,154,-57,0.038947903,0.024532119,-0.014415782
2002.0,BG,4126,4126,93,148,-55,0.035870094,0.02253999,-0.013330102
2003.0,BG,4271,4271,117,161,-44,0.03769609,0.027394053,-0.010302037
2004.0,BG,4530,4530,131,175,-44,0.038631346,0.028918322,-0.009713024
2005.0,BG,4809,4809,123,156,-33,0.032439176,0.025577042,-0.0068621333
2006.0,BG,5032,5032,138,170,-32,0.033783782,0.027424483,-0.0063593006
2007.0,BG,5315,5315,168,166,2,0.03123236,0.031608656,0.00037629352
2008.0,BG,5578,5578,185,207,-22,0.037110075,0.03316601,-0.003944066
2009.0,BG,5720,5720,169,225,-56,0.039335664,0.029545454,-0.00979021
2010.0,BG,5982,5982,168,197,-29,0.03293213,0.028084252,-0.004847877
2011.0,BG,6288,6288,189,196,-7,0.031170484,0.030057251,-0.0011132315
2012.0,BG,6548,6548,201,204,-3,0.03115455,0.030696396,-0.00045815515
2013.0,BG,6745,6745,215,179,36,0.026538176,0.031875465,0.0053372867
2014.0,BG,7216,7216,199,215,-16,0.0297949,0.027577605,-0.0022172949
2015.0,BG,7545,7545,211,234,-23,0.031013917,0.02796554,-0.0030483764
2016.0,BG,7873,7873,246,201,45,0.025530294,0.03124603,0.005715737
2017.0,BG,8034,8034,218,216,2,0.026885735,0.027134677,0.000248942
2018.0,BG,8289,8289,246,234,12,0.028230185,0.029677887,0.0014477018
2019.0,BG,8348,8348,235,260,-25,0.031145185,0.028150456,-0.0029947292
2020.0,BG,7998,7998,197,188,9,0.023505876,0.024631158,0.0011252813
2021.0,BG,7378,7378,179,154,25,0.020872865,0.024261318,0.003388452
2022.0,BG,0,0,147,95,52,,,
1996.0,BH,139,139,0,0,0,0.0,0.0,0.0
1997.0,BH,175,175,6,8,-2,0.045714285,0.034285713,-0.011428571
1998.0,BH,201,201,16,9,7,0.04477612,0.07960199,0.03482587
1999.0,BH,210,210,12,11,1,0.052380953,0.057142857,0.004761905
2000.0,BH,236,236,13,16,-3,0.06779661,0.055084746,-0.012711864
2001.0,BH,256,256,18,11,7,0.04296875,0.0703125,0.02734375
2002.0,BH,293,293,25,16,9,0.054607507,0.085324235,0.030716723
2003.0,BH,305,305,19,25,-6,0.08196721,0.062295083,-0.019672131
2004.0,BH,328,328,21,21,0,0.06402439,0.06402439,0.0
2005.0,BH,347,347,34,35,-1,0.10086455,0.09798271,-0.0028818443
2006.0,BH,379,379,44,34,10,0.089709766,0.116094984,0.026385223
2007.0,BH,383,383,32,43,-11,0.11227154,0.083550915,-0.028720627
2008.0,BH,400,400,38,42,-4,0.105,0.095,-0.01
2009.0,BH,415,415,29,40,-11,0.09638554,0.06987952,-0.026506023
2010.0,BH,439,439,44,41,3,0.09339408,0.10022779,0.006833713
2011.0,BH,466,466,39,43,-4,0.09227468,0.083690986,-0.008583691
2012.0,BH,524,524,51,52,-1,0.099236645,0.097328246,-0.001908397
2013.0,BH,593,593,65,49,16,0.082630694,0.109612145,0.02698145
2014.0,BH,682,682,70,63,7,0.09237537,0.102639295,0.01026393
2015.0,BH,807,807,102,69,33,0.08550186,0.12639405,0.040892195
2016.0,BH,920,920,117,82,35,0.08913043,0.12717392,0.038043477
2017.0,BH,1047,1047,132,110,22,0.10506208,0.1260745,0.021012416
2018.0,BH,1166,1166,157,126,31,0.10806175,0.13464837,0.02658662
2019.0,BH,1296,1296,207,157,50,0.12114198,0.15972222,0.038580246
2020.0,BH,1301,1301,205,176,29,0.13528055,0.15757109,0.022290546
2021.0,BH,1206,1206,136,165,-29,0.13681592,0.112769485,-0.024046434
2022.0,BH,0,0,117,103,14,,,
1996.0,BI,53,53,0,0,0,0.0,0.0,0.0
1997.0,BI,55,55,5,14,-9,0.25454545,0.09090909,-0.16363636
1998.0,BI,59,59,10,12,-2,0.20338982,0.16949153,-0.033898305
1999.0,BI,48,48,6,13,-7,0.27083334,0.125,-0.14583333
2000.0,BI,51,51,13,17,-4,0.33333334,0.25490198,-0.078431375
2001.0,BI,50,50,8,13,-5,0.26,0.16,-0.1
2002.0,BI,67,67,17,8,9,0.11940298,0.25373134,0.13432837
2003.0,BI,75,75,19,20,-1,0.26666668,0.25333333,-0.013333334
2004.0,BI,84,84,15,18,-3,0.21428572,0.17857143,-0.035714287
2005.0,BI,81,81,17,30,-13,0.37037036,0.20987654,-0.16049382
2006.0,BI,108,108,28,16,12,0.14814815,0.25925925,0.11111111
2007.0,BI,115,115,21,22,-1,0.19130434,0.1826087,-0.008695652
2008.0,BI,121,121,26,31,-5,0.25619835,0.21487603,-0.041322313
2009.0,BI,138,138,29,29,0,0.21014492,0.21014492,0.0
2010.0,BI,156,156,36,27,9,0.17307693,0.23076923,0.057692308
2011.0,BI,147,147,19,42,-23,0.2857143,0.1292517,-0.15646258
2012.0,BI,155,155,31,34,-3,0.21935484,0.2,-0.019354839
2013.0,BI,162,162,31,28,3,0.17283951,0.19135803,0.018518519
2014.0,BI,182,182,36,40,-4,0.21978022,0.1978022,-0.021978023
2015.0,BI,183,183,29,49,-20,0.26775956,0.15846995,-0.10928962
2016.0,BI,199,199,28,31,-3,0.1557789,0.14070351,-0.015075377
2017.0,BI,216,216,40,40,0,0.18518518,0.18518518,0.0
2018.0,BI,231,231,39,41,-2,0.17748918,0.16883117,-0.008658009
2019.0,BI,229,229,38,45,-7,0.19650654,0.16593887,-0.030567685
2020.0,BI,222,222,35,31,4,0.13963965,0.15765765,0.018018018
2021.0,BI,213,213,40,25,15,0.11737089,0.18779343,0.07042254
2022.0,BI,0,0,37,17,20,,,
1996.0,BJ,78,78,0,0,0,0.0,0.0,0.0
1997.0,BJ,93,93,2,1,1,0.010752688,0.021505376,0.010752688
1998.0,BJ,121,121,7,7,0,0.05785124,0.05785124,0.0
1999.0,BJ,143,143,19,7,12,0.04895105,0.13286713,0.08391608
2000.0,BJ,163,163,17,12,5,0.073619634,0.10429448,0.030674847
2001.0,BJ,175,175,13,10,3,0.057142857,0.074285716,0.017142856
2002.0,BJ,235,235,23,20,3,0.08510638,0.09787234,0.012765957
2003.0,BJ,245,245,15,23,-8,0.093877554,0.06122449,-0.03265306
2004.0,BJ,304,304,37,22,15,0.07236842,0.121710524,0.049342107
2005.0,BJ,371,371,41,23,18,0.06199461,0.11051213,0.04851752
2006.0,BJ,419,419,46,36,10,0.08591885,0.1097852,0.023866348
2007.0,BJ,468,468,45,32,13,0.06837607,0.09615385,0.027777778
2008.0,BJ,511,511,46,46,0,0.09001957,0.09001957,0.0
2009.0,BJ,580,580,42,47,-5,0.08103448,0.072413795,-0.00862069
2010.0,BJ,689,689,55,55,0,0.07982583,0.07982583,0.0
2011.0,BJ,831,831,61,39,22,0.04693141,0.073405534,0.026474128
2012.0,BJ,967,967,57,62,-5,0.06411582,0.05894519,-0.0051706308
2013.0,BJ,1116,1116,63,58,5,0.051971328,0.05645161,0.004480287
2014.0,BJ,1246,1246,77,71,6,0.056982342,0.061797753,0.0048154094
2015.0,BJ,1390,1390,67,72,-5,0.05179856,0.048201438,-0.0035971224
2016.0,BJ,1496,1496,63,56,7,0.037433155,0.0421123,0.0046791444
2017.0,BJ,1648,1648,92,52,40,0.0315534,0.05582524,0.024271844
2018.0,BJ,1728,1728,95,92,3,0.053240743,0.05497685,0.0017361111
2019.0,BJ,1752,1752,89,86,3,0.049086757,0.050799087,0.0017123288
2020.0,BJ,1687,1687,80,90,-10,0.05334914,0.04742146,-0.0059276824
2021.0,BJ,1553,1553,56,72,-16,0.04636188,0.03605924,-0.0103026405
2022.0,BJ,0,0,26,31,-5,,,
2000.0,BM,6,6,1,1,0,0.16666667,0.16666667,0.0
2002.0,BM,7,7,0,1,-1,0.14285715,0.0,-0.14285715
2004.0,BM,7,7,1,2,-1,0.2857143,0.14285715,-0.14285715
2005.0,BM,11,11,4,1,3,0.09090909,0.36363637,0.27272728
2007.0,BM,20,20,6,0,6,0.0,0.3,0.3
2008.0,BM,31,31,9,1,8,0.032258064,0.29032257,0.2580645
2009.0,BM,31,31,2,3,-1,0.09677419,0.06451613,-0.032258064
2010.0,BM,31,31,2,4,-2,0.12903225,0.06451613,-0.06451613
2011.0,BM,35,35,8,4,4,0.114285715,0.22857143,0.114285715
2012.0,BM,38,38,5,4,1,0.10526316,0.13157895,0.02631579
2013.0,BM,36,36,2,2,0,0.055555556,0.055555556,0.0
2014.0,BM,35,35,5,7,-2,0.2,0.14285715,-0.057142857
2015.0,BM,32,32,3,3,0,0.09375,0.09375,0.0
2016.0,BM,24,24,2,6,-4,0.25,0.083333336,-0.16666667
2019.0,BM,22,22,3,2,1,0.09090909,0.13636364,0.045454547
1996.0,BN,48,48,0,0,0,0.0,0.0,0.0
1997.0,BN,68,68,1,1,0,0.014705882,0.014705882,0.0
1998.0,BN,80,80,7,5,2,0.0625,0.0875,0.025
1999.0,BN,86,86,10,6,4,0.069767445,0.11627907,0.046511628
2000.0,BN,87,87,9,6,3,0.06896552,0.10344828,0.03448276
2001.0,BN,71,71,3,17,-14,0.23943663,0.04225352,-0.1971831
2002.0,BN,59,59,5,7,-2,0.118644066,0.084745765,-0.033898305
2003.0,BN,72,72,7,5,2,0.06944445,0.097222224,0.027777778
2004.0,BN,76,76,10,8,2,0.10526316,0.13157895,0.02631579
2005.0,BN,85,85,5,7,-2,0.08235294,0.05882353,-0.023529412
2006.0,BN,101,101,13,9,4,0.089108914,0.12871288,0.03960396
2007.0,BN,108,108,10,7,3,0.06481481,0.09259259,0.027777778
2008.0,BN,117,117,13,11,2,0.094017096,0.11111111,0.017094018
2009.0,BN,128,128,13,9,4,0.0703125,0.1015625,0.03125
2010.0,BN,144,144,14,12,2,0.083333336,0.097222224,0.013888889
2011.0,BN,180,180,23,13,10,0.072222225,0.12777779,0.055555556
2012.0,BN,218,218,27,15,12,0.06880734,0.123853214,0.055045873
2013.0,BN,273,273,36,22,14,0.08058608,0.13186814,0.051282052
2014.0,BN,319,319,37,29,8,0.09090909,0.11598746,0.02507837
2015.0,BN,384,384,60,27,33,0.0703125,0.15625,0.0859375
2016.0,BN,436,436,61,35,26,0.08027523,0.13990825,0.059633028
2017.0,BN,461,461,47,42,5,0.09110629,0.10195228,0.010845987
2018.0,BN,510,510,64,44,20,0.08627451,0.1254902,0.039215688
2019.0,BN,518,518,52,62,-10,0.11969112,0.1003861,-0.019305019
2020.0,BN,511,511,64,55,9,0.10763209,0.12524462,0.017612524
2021.0,BN,492,492,48,35,13,0.07113821,0.09756097,0.026422765
2022.0,BN,0,0,29,21,8,,,
1996.0,BO,62,62,0,0,0,0.0,0.0,0.0
1997.0,BO,91,91,3,2,1,0.021978023,0.032967035,0.010989011
1998.0,BO,116,116,8,3,5,0.02586207,0.06896552,0.04310345
1999.0,BO,141,141,4,4,0,0.028368793,0.028368793,0.0
2000.0,BO,160,160,16,20,-4,0.125,0.1,-0.025
2001.0,BO,174,174,14,16,-2,0.09195402,0.08045977,-0.011494253
2002.0,BO,172,172,11,22,-11,0.12790698,0.06395349,-0.06395349
2003.0,BO,245,245,39,11,28,0.04489796,0.15918367,0.114285715
2004.0,BO,288,288,30,21,9,0.072916664,0.104166664,0.03125
2005.0,BO,327,327,36,30,6,0.09174312,0.110091746,0.018348623
2006.0,BO,360,360,28,32,-4,0.08888889,0.07777778,-0.011111111
2007.0,BO,406,406,40,40,0,0.098522164,0.098522164,0.0
2008.0,BO,447,447,52,46,6,0.102908276,0.11633109,0.013422819
2009.0,BO,493,493,55,59,-4,0.11967546,0.111561865,-0.00811359
2010.0,BO,539,539,58,53,5,0.098330244,0.10760668,0.009276438
2011.0,BO,550,550,48,71,-23,0.1290909,0.087272726,-0.041818183
2012.0,BO,537,537,54,72,-18,0.13407822,0.10055866,-0.033519555
2013.0,BO,584,584,67,70,-3,0.11986301,0.11472603,-0.0051369863
2014.0,BO,622,622,78,70,8,0.11254019,0.12540193,0.012861736
2015.0,BO,681,681,98,76,22,0.111600585,0.14390603,0.032305434
2016.0,BO,690,690,86,100,-14,0.14492753,0.12463768,-0.020289855
2017.0,BO,725,725,100,95,5,0.13103448,0.13793103,0.0068965517
2018.0,BO,741,741,104,111,-7,0.14979757,0.14035088,-0.009446694
2019.0,BO,735,735,98,91,7,0.123809524,0.13333334,0.00952381
2020.0,BO,692,692,115,99,16,0.14306359,0.16618498,0.023121387
2021.0,BO,604,604,70,73,-3,0.12086093,0.11589404,-0.0049668876
1996.0,BR,25963,25963,0,0,0,0.0,0.0,0.0
1997.0,BR,34265,34265,712,499,213,0.014562965,0.02077922,0.0062162555
1998.0,BR,42796,42796,988,700,288,0.01635667,0.02308627,0.006729601
1999.0,BR,49754,49754,1051,881,170,0.017707119,0.021123929,0.0034168107
2000.0,BR,56718,56718,1225,1065,160,0.018777108,0.021598082,0.002820974
2001.0,BR,64528,64528,1389,1198,191,0.018565584,0.02152554,0.0029599555
2002.0,BR,73324,73324,1532,1505,27,0.02052534,0.020893568,0.00036822868
2003.0,BR,82635,82635,1752,1646,106,0.01991892,0.02120167,0.0012827495
2004.0,BR,93614,93614,2054,1913,141,0.020434977,0.021941163,0.0015061849
2005.0,BR,105830,105830,2292,2241,51,0.02117547,0.021657376,0.00048190495
2006.0,BR,118935,118935,2608,2656,-48,0.022331527,0.021927943,-0.0004035818
2007.0,BR,132742,132742,3014,2783,231,0.020965481,0.0227057,0.0017402179
2008.0,BR,146893,146893,3222,3170,52,0.021580335,0.021934332,0.00035399917
2009.0,BR,161474,161474,3774,3445,329,0.021334704,0.023372184,0.0020374798
2010.0,BR,177445,177445,3984,3840,144,0.021640508,0.022452027,0.00081151904
2011.0,BR,193715,193715,4301,4078,223,0.021051545,0.02220272,0.0011511757
2012.0,BR,210330,210330,4698,4224,474,0.020082727,0.022336328,0.0022536016
2013.0,BR,227127,227127,5026,4554,472,0.020050457,0.02212859,0.0020781325
2014.0,BR,244233,244233,5531,4967,564,0.020337136,0.022646407,0.0023092702
2015.0,BR,260924,260924,6088,5337,751,0.020454232,0.023332465,0.0028782326
2016.0,BR,275575,275575,6164,5610,554,0.020357434,0.022367777,0.002010342
2017.0,BR,288312,288312,6219,6016,203,0.020866284,0.021570383,0.0007040983
2018.0,BR,302719,302719,6974,6765,209,0.022347458,0.023037868,0.0006904093
2019.0,BR,304545,304545,6927,7434,-507,0.024410186,0.022745406,-0.0016647786
2020.0,BR,292796,292796,6135,6652,-517,0.02271889,0.020953154,-0.0017657345
2021.0,BR,271234,271234,4370,5831,-1461,0.021498043,0.016111549,-0.0053864927
2022.0,BR,0,0,2562,4135,-1573,,,
2023.0,BR,0,0,234,264,-30,,,
1996.0,BS,2,2,0,0,0,0.0,0.0,0.0
1998.0,BS,5,5,1,0,1,0.0,0.2,0.2
1999.0,BS,5,5,1,1,0,0.2,0.2,0.0
2000.0,BS,9,9,1,1,0,0.11111111,0.11111111,0.0
2002.0,BS,12,12,2,2,0,0.16666667,0.16666667,0.0
2003.0,BS,13,13,1,1,0,0.07692308,0.07692308,0.0
2004.0,BS,14,14,0,2,-2,0.14285715,0.0,-0.14285715
2005.0,BS,16,16,0,1,-1,0.0625,0.0,-0.0625
2006.0,BS,37,37,7,1,6,0.027027028,0.1891892,0.16216215
2007.0,BS,41,41,1,0,1,0.0,0.024390243,0.024390243
2008.0,BS,49,49,5,0,5,0.0,0.10204082,0.10204082
2009.0,BS,53,53,5,6,-1,0.11320755,0.094339624,-0.018867925
2010.0,BS,56,56,5,4,1,0.071428575,0.08928572,0.017857144
2011.0,BS,48,48,2,4,-2,0.083333336,0.041666668,-0.041666668
2012.0,BS,57,57,5,1,4,0.01754386,0.0877193,0.07017544
2013.0,BS,60,60,5,8,-3,0.13333334,0.083333336,-0.05
2014.0,BS,63,63,10,5,5,0.07936508,0.15873016,0.07936508
2015.0,BS,62,62,5,9,-4,0.14516129,0.08064516,-0.06451613
2016.0,BS,68,68,13,5,8,0.073529415,0.19117647,0.11764706
2017.0,BS,63,63,7,7,0,0.11111111,0.11111111,0.0
2018.0,BS,69,69,7,6,1,0.08695652,0.10144927,0.014492754
2019.0,BS,69,69,9,9,0,0.13043478,0.13043478,0.0
2020.0,BS,72,72,17,9,8,0.125,0.2361111,0.11111111
1998.0,BT,2,2,0,0,0,0.0,0.0,0.0
2000.0,BT,3,3,0,0,0,0.0,0.0,0.0
2001.0,BT,5,5,0,0,0,0.0,0.0,0.0
2002.0,BT,11,11,0,0,0,0.0,0.0,0.0
2003.0,BT,14,14,0,1,-1,0.071428575,0.0,-0.071428575
2004.0,BT,18,18,0,0,0,0.0,0.0,0.0
2005.0,BT,20,20,1,0,1,0.0,0.05,0.05
2006.0,BT,20,20,0,1,-1,0.05,0.0,-0.05
2007.0,BT,24,24,1,1,0,0.041666668,0.041666668,0.0
2008.0,BT,21,21,0,3,-3,0.14285715,0.0,-0.14285715
2009.0,BT,25,25,1,1,0,0.04,0.04,0.0
2010.0,BT,34,34,1,2,-1,0.05882353,0.029411765,-0.029411765
2011.0,BT,35,35,2,3,-1,0.08571429,0.057142857,-0.028571429
2012.0,BT,39,39,4,2,2,0.051282052,0.102564104,0.051282052
2013.0,BT,46,46,5,2,3,0.04347826,0.10869565,0.06521739
2014.0,BT,68,68,8,3,5,0.04411765,0.11764706,0.073529415
2015.0,BT,77,77,5,6,-1,0.077922076,0.064935066,-0.012987013
2016.0,BT,91,91,7,6,1,0.06593407,0.07692308,0.010989011
2017.0,BT,109,109,13,9,4,0.08256881,0.119266056,0.036697246
2018.0,BT,149,149,17,12,5,0.08053691,0.11409396,0.033557046
2019.0,BT,169,169,18,20,-2,0.1183432,0.10650887,-0.01183432
2020.0,BT,174,174,23,17,6,0.09770115,0.13218391,0.03448276
2021.0,BT,174,174,18,13,5,0.07471264,0.10344828,0.028735632
1996.0,BW,113,113,0,0,0,0.0,0.0,0.0
1997.0,BW,144,144,3,3,0,0.020833334,0.020833334,0.0
1998.0,BW,185,185,7,6,1,0.032432433,0.037837837,0.0054054055
1999.0,BW,219,219,13,6,7,0.02739726,0.05936073,0.03196347
2000.0,BW,256,256,9,6,3,0.0234375,0.03515625,0.01171875
2001.0,BW,286,286,15,14,1,0.04895105,0.052447554,0.0034965035
2002.0,BW,335,335,9,12,-3,0.035820894,0.026865672,-0.0089552235
2003.0,BW,372,372,16,13,3,0.034946237,0.043010753,0.008064516
2004.0,BW,407,407,11,15,-4,0.03685504,0.027027028,-0.00982801
2005.0,BW,447,447,13,16,-3,0.035794184,0.029082773,-0.0067114094
2006.0,BW,501,501,29,28,1,0.055888224,0.05788423,0.001996008
2007.0,BW,547,547,28,30,-2,0.054844607,0.0511883,-0.0036563072
2008.0,BW,576,576,27,30,-3,0.052083332,0.046875,-0.0052083335
2009.0,BW,627,627,42,35,7,0.05582137,0.066985644,0.011164274
2010.0,BW,657,657,30,39,-9,0.05936073,0.0456621,-0.01369863
2011.0,BW,753,753,39,26,13,0.034528553,0.05179283,0.017264277
2012.0,BW,823,823,56,41,15,0.04981774,0.068043746,0.018226003
2013.0,BW,879,879,41,43,-2,0.048919227,0.046643913,-0.0022753128
2014.0,BW,967,967,48,39,9,0.04033092,0.049638055,0.009307136
2015.0,BW,1038,1038,49,57,-8,0.054913294,0.047206167,-0.007707129
2016.0,BW,1104,1104,63,48,15,0.04347826,0.05706522,0.013586956
2017.0,BW,1135,1135,63,54,9,0.047577094,0.05550661,0.007929515
2018.0,BW,1179,1179,75,59,16,0.05004241,0.06361323,0.013570823
2019.0,BW,1203,1203,79,63,16,0.052369077,0.065669164,0.013300084
2020.0,BW,1170,1170,53,47,6,0.04017094,0.045299146,0.0051282053
2021.0,BW,1047,1047,36,52,-16,0.04966571,0.034383953,-0.015281757
2022.0,BW,0,0,31,25,6,,,
2023.0,BW,0,0,3,5,-2,,,
1996.0,BY,1468,1468,0,0,0,0.0,0.0,0.0
1997.0,BY,1761,1761,30,37,-7,0.02101079,0.017035775,-0.003975014
1998.0,BY,2180,2180,29,56,-27,0.025688073,0.013302753,-0.012385321
1999.0,BY,2464,2464,54,44,10,0.017857144,0.021915585,0.0040584416
2000.0,BY,2649,2649,52,55,-3,0.020762552,0.019630048,-0.0011325028
2001.0,BY,2859,2859,43,76,-33,0.026582722,0.0150402235,-0.011542497
2002.0,BY,3008,3008,47,98,-51,0.032579787,0.015625,-0.016954787
2003.0,BY,3099,3099,65,76,-11,0.02452404,0.020974508,-0.003549532
2004.0,BY,3314,3314,63,88,-25,0.026554013,0.019010259,-0.007543754
2005.0,BY,3448,3448,74,93,-19,0.026972158,0.021461718,-0.005510441
2006.0,BY,3458,3458,68,103,-35,0.029786004,0.019664546,-0.010121457
2007.0,BY,3516,3516,77,120,-43,0.034129694,0.021899886,-0.012229807
2008.0,BY,3559,3559,126,126,0,0.035403203,0.035403203,0.0
2009.0,BY,3638,3638,99,110,-11,0.030236393,0.027212754,-0.0030236393
2010.0,BY,3689,3689,129,123,6,0.03334237,0.034968827,0.0016264571
2011.0,BY,3821,3821,125,149,-24,0.038995028,0.03271395,-0.0062810783
2012.0,BY,3964,3964,119,144,-25,0.03632694,0.030020181,-0.006306761
2013.0,BY,4087,4087,141,146,-5,0.035723023,0.034499634,-0.0012233913
2014.0,BY,4229,4229,153,209,-56,0.049420666,0.036178764,-0.013241901
2015.0,BY,4254,4254,124,180,-56,0.042313118,0.029149037,-0.013164081
2016.0,BY,4365,4365,132,187,-55,0.04284078,0.03024055,-0.012600229
2017.0,BY,4700,4700,168,238,-70,0.0506383,0.035744682,-0.0148936175
2018.0,BY,4935,4935,144,251,-107,0.050861195,0.02917933,-0.021681864
2019.0,BY,5041,5041,191,266,-75,0.052767307,0.03788931,-0.014878
2020.0,BY,4851,4851,188,189,-1,0.038961038,0.038754895,-0.00020614306
2021.0,BY,4478,4478,141,159,-18,0.035506923,0.03148727,-0.0040196516
2022.0,BY,0,0,92,86,6,,,
1996.0,BZ,4,4,0,0,0,0.0,0.0,0.0
1997.0,BZ,8,8,3,0,3,0.0,0.375,0.375
1998.0,BZ,13,13,3,1,2,0.07692308,0.23076923,0.15384616
1999.0,BZ,13,13,3,4,-1,0.30769232,0.23076923,-0.07692308
2000.0,BZ,22,22,8,3,5,0.13636364,0.36363637,0.22727273
2001.0,BZ,22,22,2,5,-3,0.22727273,0.09090909,-0.13636364
2002.0,BZ,19,19,1,4,-3,0.21052632,0.05263158,-0.15789473
2003.0,BZ,25,25,11,6,5,0.24,0.44,0.2
2004.0,BZ,20,20,5,9,-4,0.45,0.25,-0.2
2005.0,BZ,25,25,10,7,3,0.28,0.4,0.12
2007.0,BZ,35,35,10,2,8,0.057142857,0.2857143,0.22857143
2008.0,BZ,32,32,9,11,-2,0.34375,0.28125,-0.0625
2009.0,BZ,27,27,1,7,-6,0.25925925,0.037037037,-0.22222222
2010.0,BZ,19,19,1,8,-7,0.42105263,0.05263158,-0.36842105
2011.0,BZ,23,23,7,3,4,0.13043478,0.3043478,0.17391305
2012.0,BZ,16,16,1,7,-6,0.4375,0.0625,-0.375
2013.0,BZ,14,14,1,4,-3,0.2857143,0.071428575,-0.21428572
2015.0,BZ,18,18,3,5,-2,0.2777778,0.16666667,-0.11111111
2016.0,BZ,21,21,4,3,1,0.14285715,0.1904762,0.04761905
2017.0,BZ,22,22,4,3,1,0.13636364,0.18181819,0.045454547
2018.0,BZ,24,24,5,3,2,0.125,0.20833333,0.083333336
2021.0,BZ,29,29,4,1,3,0.03448276,0.13793103,0.10344828
1996.0,CA,52732,52732,0,0,0,0.0,0.0,0.0
1997.0,CA,61081,61081,2274,2597,-323,0.042517312,0.03722925,-0.0052880603
1998.0,CA,68795,68795,2889,3291,-402,0.04783778,0.04199433,-0.005843448
1999.0,CA,70691,70691,3171,3669,-498,0.05190194,0.044857197,-0.007044744
2000.0,CA,72939,72939,3255,3854,-599,0.052838672,0.044626333,-0.008212342
2001.0,CA,76475,76475,3860,4085,-225,0.053416148,0.05047401,-0.002942138
2002.0,CA,81385,81385,4351,4320,31,0.053081036,0.05346194,0.00038090558
2003.0,CA,86699,86699,4741,4659,82,0.053737644,0.054683447,0.000945801
2004.0,CA,93432,93432,5290,4789,501,0.05125653,0.056618717,0.0053621884
2005.0,CA,100551,100551,5858,5254,604,0.05225209,0.05825899,0.006006902
2006.0,CA,108049,108049,6186,5764,422,0.05334617,0.057251804,0.0039056353
2007.0,CA,115524,115524,6607,6114,493,0.052924067,0.05719158,0.0042675114
2008.0,CA,121936,121936,6853,6699,154,0.054938655,0.056201614,0.0012629576
2009.0,CA,128509,128509,7220,7192,28,0.05596495,0.056182835,0.00021788357
2010.0,CA,135035,135035,7477,7618,-141,0.056415003,0.05537083,-0.0010441737
2011.0,CA,141065,141065,7812,7933,-121,0.056236487,0.055378728,-0.0008577606
2012.0,CA,146568,146568,8004,8314,-310,0.056724522,0.054609466,-0.0021150592
