year,countrycode,padded_population_of_researchers,paddedpop,number_of_inmigrations,number_of_outmigrations,netmigration,outmigrationrate,inmigrationrate,netmigrationrate
1998.0,PT,6188,6188,275,283,-8,0.04573368,0.044440854,-0.0012928249
1999.0,PT,6824,6824,359,309,50,0.045281358,0.05260844,0.0073270807
2000.0,PT,7524,7524,409,361,48,0.0479798,0.054359384,0.0063795852
2001.0,PT,8361,8361,461,450,11,0.053821314,0.055136945,0.0013156321
2002.0,PT,9313,9313,568,466,102,0.05003758,0.060990013,0.010952432
2003.0,PT,10244,10244,642,507,135,0.049492385,0.062670834,0.013178446
2004.0,PT,11422,11422,647,622,25,0.054456312,0.05664507,0.0021887585
2005.0,PT,12659,12659,771,711,60,0.056165572,0.060905285,0.004739711
2006.0,PT,14089,14089,961,779,182,0.055291362,0.06820924,0.012917879
2007.0,PT,15488,15488,996,896,100,0.05785124,0.06430785,0.0064566117
2008.0,PT,17020,17020,1236,1030,206,0.06051704,0.072620444,0.012103408
2009.0,PT,18559,18559,1200,1141,59,0.061479606,0.06465866,0.0031790505
2010.0,PT,20848,20848,1458,1152,306,0.0552571,0.06993476,0.014677667
2011.0,PT,23176,23176,1658,1282,376,0.055315845,0.07153952,0.01622368
2012.0,PT,25333,25333,1797,1396,401,0.055105988,0.070935145,0.015829155
2013.0,PT,27324,27324,1971,1576,395,0.05767823,0.07213439,0.014456156
2014.0,PT,28570,28570,1901,1988,-87,0.069583476,0.06653833,-0.0030451522
2015.0,PT,29531,29531,2016,2148,-132,0.07273712,0.06826724,-0.004469879
2016.0,PT,30050,30050,2029,2206,-177,0.07341098,0.0675208,-0.005890183
2017.0,PT,30802,30802,2139,2262,-123,0.07343679,0.069443546,-0.003993247
2018.0,PT,31389,31389,2204,2328,-124,0.07416611,0.07021568,-0.0039504287
2019.0,PT,31654,31654,2506,2427,79,0.07667278,0.079168506,0.0024957352
2020.0,PT,30829,30829,2302,2318,-16,0.07518894,0.07466996,-0.00051899184
2021.0,PT,29693,29693,2181,1646,535,0.05543394,0.07345165,0.018017715
2022.0,PT,0,0,1680,1241,439,,,
2023.0,PT,0,0,142,159,-17,,,
1996.0,PW,1,1,0,0,0,0.0,0.0,0.0
1999.0,PW,5,5,0,0,0,0.0,0.0,0.0
2001.0,PW,6,6,0,1,-1,0.16666667,0.0,-0.16666667
2003.0,PW,13,13,0,0,0,0.0,0.0,0.0
2004.0,PW,11,11,0,0,0,0.0,0.0,0.0
2005.0,PW,12,12,0,2,-2,0.16666667,0.0,-0.16666667
2006.0,PW,12,12,1,1,0,0.083333336,0.083333336,0.0
2007.0,PW,13,13,1,0,1,0.0,0.07692308,0.07692308
2010.0,PW,11,11,1,0,1,0.0,0.09090909,0.09090909
2012.0,PW,12,12,0,1,-1,0.083333336,0.0,-0.083333336
2013.0,PW,17,17,1,0,1,0.0,0.05882353,0.05882353
2014.0,PW,19,19,1,1,0,0.05263158,0.05263158,0.0
2015.0,PW,19,19,0,1,-1,0.05263158,0.0,-0.05263158
2016.0,PW,21,21,1,0,1,0.0,0.04761905,0.04761905
2017.0,PW,17,17,0,3,-3,0.1764706,0.0,-0.1764706
2018.0,PW,15,15,0,1,-1,0.06666667,0.0,-0.06666667
2020.0,PW,18,18,2,1,1,0.055555556,0.11111111,0.055555556
2021.0,PW,17,17,0,0,0,0.0,0.0,0.0
1996.0,PY,67,67,0,0,0,0.0,0.0,0.0
1997.0,PY,74,74,7,10,-3,0.13513513,0.0945946,-0.04054054
1998.0,PY,84,84,10,5,5,0.05952381,0.11904762,0.05952381
1999.0,PY,72,72,8,21,-13,0.29166666,0.11111111,-0.18055555
2000.0,PY,82,82,7,6,1,0.07317073,0.085365854,0.0121951215
2001.0,PY,80,80,12,8,4,0.1,0.15,0.05
2002.0,PY,90,90,8,12,-4,0.13333334,0.08888889,-0.044444446
2003.0,PY,121,121,21,10,11,0.08264463,0.17355372,0.09090909
2004.0,PY,134,134,13,13,0,0.09701493,0.09701493,0.0
2005.0,PY,155,155,16,11,5,0.07096774,0.103225805,0.032258064
2006.0,PY,161,161,14,24,-10,0.14906833,0.08695652,-0.062111802
2007.0,PY,170,170,22,21,1,0.12352941,0.12941177,0.005882353
2008.0,PY,166,166,21,32,-11,0.19277108,0.12650603,-0.06626506
2009.0,PY,201,201,15,18,-3,0.08955224,0.07462686,-0.014925373
2010.0,PY,215,215,22,35,-13,0.1627907,0.10232558,-0.060465116
2011.0,PY,232,232,29,26,3,0.112068966,0.125,0.012931035
2012.0,PY,275,275,30,39,-9,0.14181818,0.10909091,-0.03272727
2013.0,PY,398,398,39,19,20,0.047738694,0.09798995,0.050251257
2014.0,PY,567,567,70,24,46,0.04232804,0.12345679,0.081128746
2015.0,PY,694,694,91,56,35,0.08069164,0.13112392,0.050432276
2016.0,PY,822,822,114,68,46,0.08272506,0.13868614,0.05596107
2017.0,PY,952,952,126,77,49,0.080882356,0.13235295,0.05147059
2018.0,PY,1098,1098,171,74,97,0.06739526,0.1557377,0.08834244
2019.0,PY,1158,1158,167,119,48,0.102763385,0.14421417,0.041450776
2020.0,PY,1122,1122,141,131,10,0.11675579,0.12566845,0.0089126555
2021.0,PY,1045,1045,98,88,10,0.08421053,0.09377991,0.009569378
2022.0,PY,0,0,57,45,12,,,
1996.0,QA,135,135,0,0,0,0.0,0.0,0.0
1997.0,QA,167,167,16,17,-1,0.1017964,0.09580839,-0.005988024
1998.0,QA,229,229,26,14,12,0.06113537,0.11353712,0.052401748
1999.0,QA,242,242,15,25,-10,0.10330579,0.06198347,-0.041322313
2000.0,QA,302,302,34,24,10,0.0794702,0.11258278,0.03311258
2001.0,QA,351,351,25,21,4,0.05982906,0.07122507,0.011396011
2002.0,QA,398,398,27,27,0,0.0678392,0.0678392,0.0
2003.0,QA,467,467,31,20,11,0.042826552,0.06638116,0.023554605
2004.0,QA,557,557,55,37,18,0.06642729,0.09874327,0.032315977
2005.0,QA,624,624,55,54,1,0.086538464,0.088141024,0.0016025641
2006.0,QA,714,714,64,59,5,0.082633056,0.08963586,0.007002801
2007.0,QA,854,854,95,56,39,0.06557377,0.11124122,0.045667447
2008.0,QA,1054,1054,118,88,30,0.08349146,0.11195446,0.028462999
2009.0,QA,1307,1307,158,85,73,0.06503443,0.120887525,0.0558531
2010.0,QA,1540,1540,204,89,115,0.05779221,0.13246754,0.07467532
2011.0,QA,1826,1826,229,119,110,0.06516977,0.12541074,0.060240965
2012.0,QA,2100,2100,231,196,35,0.093333334,0.11,0.016666668
2013.0,QA,2514,2514,302,137,165,0.054494828,0.12012729,0.065632455
2014.0,QA,2988,2988,379,196,183,0.065595716,0.1268407,0.06124498
2015.0,QA,3432,3432,481,250,231,0.07284382,0.14015152,0.067307696
2016.0,QA,3899,3899,495,293,202,0.07514747,0.12695563,0.051808156
2017.0,QA,4379,4379,509,409,100,0.09340032,0.11623658,0.022836264
2018.0,QA,4844,4844,506,443,63,0.09145334,0.10445912,0.01300578
2019.0,QA,5314,5314,669,453,216,0.08524652,0.12589386,0.040647347
2020.0,QA,5319,5319,622,497,125,0.09343862,0.11693928,0.023500659
2021.0,QA,5188,5188,479,396,83,0.07632999,0.09232845,0.015998458
2022.0,QA,0,0,275,341,-66,,,
1996.0,RE,78,78,0,0,0,0.0,0.0,0.0
1997.0,RE,97,97,4,2,2,0.020618556,0.041237112,0.020618556
1998.0,RE,116,116,5,2,3,0.01724138,0.04310345,0.02586207
1999.0,RE,117,117,9,8,1,0.06837607,0.07692308,0.008547009
2000.0,RE,139,139,10,5,5,0.035971224,0.07194245,0.035971224
2001.0,RE,135,135,6,10,-4,0.074074075,0.044444446,-0.02962963
2002.0,RE,144,144,5,11,-6,0.07638889,0.034722224,-0.041666668
2003.0,RE,181,181,18,3,15,0.016574586,0.09944751,0.08287293
2004.0,RE,199,199,18,10,8,0.050251257,0.09045226,0.040201005
2005.0,RE,189,189,13,27,-14,0.14285715,0.06878307,-0.074074075
2006.0,RE,204,204,20,27,-7,0.13235295,0.09803922,-0.034313727
2007.0,RE,232,232,27,17,10,0.073275864,0.11637931,0.04310345
2008.0,RE,237,237,25,26,-1,0.10970464,0.10548523,-0.004219409
2009.0,RE,265,265,26,23,3,0.086792454,0.09811321,0.011320755
2010.0,RE,328,328,57,20,37,0.06097561,0.17378049,0.112804875
2011.0,RE,397,397,57,32,25,0.08060453,0.14357683,0.06297229
2012.0,RE,433,433,47,33,14,0.07621247,0.108545035,0.032332562
2013.0,RE,450,450,56,53,3,0.11777778,0.12444445,0.006666667
2014.0,RE,434,434,48,73,-25,0.16820276,0.11059908,-0.057603687
2015.0,RE,447,447,63,51,12,0.11409396,0.1409396,0.026845638
2016.0,RE,457,457,80,55,25,0.12035011,0.1750547,0.054704595
2017.0,RE,459,459,61,62,-1,0.13507625,0.1328976,-0.0021786492
2018.0,RE,462,462,68,71,-3,0.15367965,0.14718615,-0.0064935065
2019.0,RE,484,484,69,51,18,0.1053719,0.14256199,0.037190083
2020.0,RE,487,487,93,64,29,0.13141684,0.19096509,0.059548255
2021.0,RE,474,474,61,41,20,0.08649789,0.12869199,0.042194095
1996.0,RO,2498,2498,0,0,0,0.0,0.0,0.0
1997.0,RO,3022,3022,100,84,16,0.027796162,0.03309067,0.005294507
1998.0,RO,3503,3503,101,142,-41,0.040536683,0.02883243,-0.011704253
1999.0,RO,3659,3659,103,178,-75,0.048647173,0.028149767,-0.020497404
2000.0,RO,3909,3909,128,197,-69,0.05039652,0.032744948,-0.017651573
2001.0,RO,4172,4172,122,257,-135,0.06160115,0.02924257,-0.03235858
2002.0,RO,4517,4517,102,218,-116,0.04826212,0.02258136,-0.025680762
2003.0,RO,4903,4903,124,221,-97,0.045074444,0.025290638,-0.019783806
2004.0,RO,5592,5592,142,217,-75,0.038805436,0.025393419,-0.013412017
2005.0,RO,6774,6774,203,223,-20,0.032919988,0.029967522,-0.0029524653
2006.0,RO,8272,8272,203,227,-24,0.027441973,0.024540618,-0.0029013539
2007.0,RO,9787,9787,265,236,29,0.02411362,0.027076734,0.0029631143
2008.0,RO,11505,11505,339,264,75,0.022946546,0.02946545,0.006518905
2009.0,RO,13018,13018,368,338,30,0.02596405,0.028268551,0.0023045014
2010.0,RO,14897,14897,464,324,140,0.021749346,0.03114721,0.009397865
2011.0,RO,17064,17064,423,382,41,0.02238631,0.02478903,0.002402719
2012.0,RO,19236,19236,465,372,93,0.01933874,0.024173426,0.004834685
2013.0,RO,20964,20964,536,410,126,0.019557336,0.02556764,0.0060103033
2014.0,RO,22266,22266,541,474,67,0.021288063,0.024297135,0.003009072
2015.0,RO,23352,23352,530,509,21,0.021796849,0.022696128,0.0008992806
2016.0,RO,23862,23862,517,546,-29,0.02288157,0.021666247,-0.0012153215
2017.0,RO,24429,24429,618,554,64,0.022677965,0.025297802,0.0026198372
2018.0,RO,24820,24820,566,528,38,0.021273166,0.02280419,0.0015310234
2019.0,RO,25365,25365,656,552,104,0.02176227,0.025862409,0.004100138
2020.0,RO,24742,24742,604,503,101,0.020329803,0.024411932,0.0040821275
2021.0,RO,23209,23209,433,397,36,0.017105434,0.018656556,0.0015511224
2022.0,RO,0,0,369,237,132,,,
1996.0,RS,1789,1789,0,0,0,0.0,0.0,0.0
1997.0,RS,2185,2185,42,49,-7,0.02242563,0.019221967,-0.0032036614
1998.0,RS,2578,2578,82,85,-3,0.032971296,0.0318076,-0.0011636928
1999.0,RS,2703,2703,84,103,-19,0.03810581,0.031076582,-0.007029227
2000.0,RS,3389,3389,104,104,0,0.030687518,0.030687518,0.0
2001.0,RS,4088,4088,137,131,6,0.03204501,0.03351272,0.0014677104
2002.0,RS,4772,4772,143,138,5,0.028918693,0.029966472,0.0010477788
2003.0,RS,5478,5478,219,214,5,0.039065354,0.039978094,0.0009127419
2004.0,RS,6204,6204,242,250,-8,0.040296584,0.039007094,-0.0012894906
2005.0,RS,6917,6917,306,296,10,0.042793117,0.04423883,0.0014457135
2006.0,RS,7636,7636,340,310,30,0.04059717,0.04452593,0.0039287587
2007.0,RS,8437,8437,369,317,52,0.037572596,0.043735925,0.0061633284
2008.0,RS,9359,9359,456,363,93,0.038786195,0.048723154,0.0099369595
2009.0,RS,10401,10401,450,419,31,0.04028459,0.04326507,0.0029804825
2010.0,RS,11650,11650,519,386,133,0.03313305,0.044549357,0.011416309
2011.0,RS,12881,12881,575,409,166,0.03175219,0.04463939,0.0128871985
2012.0,RS,13887,13887,605,450,155,0.032404408,0.043565925,0.011161518
2013.0,RS,14529,14529,559,498,61,0.034276277,0.038474776,0.0041984995
2014.0,RS,15178,15178,581,529,52,0.03485308,0.038279086,0.0034260114
2015.0,RS,15638,15638,586,587,-1,0.03753677,0.03747282,-6.39468e-05
2016.0,RS,15496,15496,510,641,-131,0.041365515,0.032911718,-0.008453795
2017.0,RS,15329,15329,511,698,-187,0.045534607,0.033335507,-0.0121991
2018.0,RS,15239,15239,543,711,-168,0.046656605,0.03563226,-0.011024346
2019.0,RS,15036,15036,582,616,-34,0.040968344,0.038707104,-0.0022612398
2020.0,RS,14321,14321,516,547,-31,0.03819566,0.036031004,-0.0021646533
2021.0,RS,13422,13422,401,391,10,0.029131277,0.029876322,0.0007450454
2022.0,RS,0,0,233,299,-66,,,
1996.0,RU,33257,33257,0,0,0,0.0,0.0,0.0
1997.0,RU,39937,39937,524,649,-125,0.016250595,0.013120665,-0.0031299295
1998.0,RU,49429,49429,703,865,-162,0.017499847,0.01422242,-0.0032774282
1999.0,RU,55821,55821,687,999,-312,0.01789649,0.012307196,-0.0055892942
2000.0,RU,60711,60711,831,1041,-210,0.01714681,0.0136878,-0.0034590107
2001.0,RU,64633,64633,810,1226,-416,0.018968638,0.0125322975,-0.0064363405
2002.0,RU,68011,68011,903,1313,-410,0.0193057,0.013277264,-0.0060284366
2003.0,RU,70069,70069,903,1364,-461,0.019466525,0.012887297,-0.006579229
2004.0,RU,74250,74250,1023,1341,-318,0.018060606,0.013777778,-0.0042828284
2005.0,RU,78941,78941,1109,1371,-262,0.0173674,0.014048466,-0.0033189345
2006.0,RU,80600,80600,1167,1397,-230,0.017332505,0.014478908,-0.002853598
2007.0,RU,82388,82388,1125,1457,-332,0.017684614,0.013654902,-0.004029713
2008.0,RU,84361,84361,1175,1974,-799,0.023399439,0.013928237,-0.009471201
2009.0,RU,85939,85939,1345,1789,-444,0.020817092,0.015650636,-0.005166455
2010.0,RU,85935,85935,1511,1590,-79,0.018502356,0.017583057,-0.0009192995
2011.0,RU,91671,91671,1592,1622,-30,0.01769371,0.017366452,-0.00032725726
2012.0,RU,99570,99570,1735,1779,-44,0.017866828,0.017424928,-0.00044190016
2013.0,RU,111655,111655,2038,1819,219,0.016291255,0.018252654,0.0019613989
2014.0,RU,126029,126029,2334,1886,448,0.01496481,0.018519547,0.0035547374
2015.0,RU,141591,141591,2606,1913,693,0.013510746,0.018405125,0.004894379
2016.0,RU,157968,157968,2967,2224,743,0.014078801,0.018782284,0.0047034845
2017.0,RU,176297,176297,3299,2366,933,0.013420534,0.01871274,0.0052922056
2018.0,RU,191867,191867,3479,2718,761,0.014166063,0.018132351,0.003966289
2019.0,RU,197667,197667,3788,3139,649,0.015880244,0.019163543,0.0032832997
2020.0,RU,191786,191786,3353,3123,230,0.016283775,0.017483028,0.0011992534
2021.0,RU,179190,179190,2463,2805,-342,0.015653776,0.013745187,-0.0019085887
2022.0,RU,0,0,1372,2275,-903,,,
1996.0,RW,20,20,0,0,0,0.0,0.0,0.0
1997.0,RW,20,20,2,3,-1,0.15,0.1,-0.05
1998.0,RW,19,19,0,2,-2,0.10526316,0.0,-0.10526316
1999.0,RW,13,13,2,3,-1,0.23076923,0.15384616,-0.07692308
2000.0,RW,12,12,1,3,-2,0.25,0.083333336,-0.16666667
2001.0,RW,13,13,1,1,0,0.07692308,0.07692308,0.0
2002.0,RW,21,21,1,0,1,0.0,0.04761905,0.04761905
2003.0,RW,29,29,1,3,-2,0.10344828,0.03448276,-0.06896552
2004.0,RW,42,42,1,1,0,0.023809524,0.023809524,0.0
2005.0,RW,54,54,4,2,2,0.037037037,0.074074075,0.037037037
2006.0,RW,90,90,9,3,6,0.033333335,0.1,0.06666667
2007.0,RW,112,112,7,6,1,0.05357143,0.0625,0.008928572
2008.0,RW,154,154,19,5,14,0.032467533,0.12337662,0.09090909
2009.0,RW,207,207,27,16,11,0.077294685,0.13043478,0.053140096
2010.0,RW,268,268,23,27,-4,0.10074627,0.0858209,-0.014925373
2011.0,RW,317,317,28,33,-5,0.10410095,0.08832808,-0.01577287
2012.0,RW,418,418,38,21,17,0.050239235,0.09090909,0.040669855
2013.0,RW,477,477,38,35,3,0.07337526,0.07966457,0.006289308
2014.0,RW,538,538,41,33,8,0.06133829,0.07620818,0.014869888
2015.0,RW,637,637,52,32,20,0.05023548,0.08163265,0.031397175
2016.0,RW,703,703,40,70,-30,0.099573255,0.056899004,-0.042674255
2017.0,RW,777,777,59,56,3,0.072072074,0.07593308,0.0038610038
2018.0,RW,915,915,75,43,32,0.046994537,0.08196721,0.03497268
2019.0,RW,1011,1011,97,65,32,0.06429278,0.095944606,0.03165183
2020.0,RW,1016,1016,99,69,30,0.06791338,0.09744094,0.02952756
2021.0,RW,955,955,68,63,5,0.06596859,0.071204185,0.005235602
2022.0,RW,0,0,38,42,-4,,,
1996.0,SA,2837,2837,0,0,0,0.0,0.0,0.0
1997.0,SA,3331,3331,89,85,4,0.025517862,0.026718702,0.0012008406
1998.0,SA,3794,3794,126,101,25,0.02662098,0.033210333,0.0065893517
1999.0,SA,3777,3777,109,106,3,0.028064601,0.028858883,0.0007942812
2000.0,SA,3812,3812,120,141,-21,0.036988456,0.031479537,-0.0055089192
2001.0,SA,3885,3885,165,153,12,0.039382238,0.042471044,0.003088803
2002.0,SA,4045,4045,167,145,22,0.035846725,0.041285537,0.0054388135
2003.0,SA,4113,4113,174,155,19,0.037685387,0.04230489,0.004619499
2004.0,SA,4358,4358,215,170,45,0.039008718,0.049334556,0.010325838
2005.0,SA,4560,4560,223,225,-2,0.049342107,0.04890351,-0.0004385965
2006.0,SA,4881,4881,241,219,22,0.044867855,0.049375128,0.004507273
2007.0,SA,5491,5491,329,257,72,0.04680386,0.059916228,0.013112365
2008.0,SA,6302,6302,435,289,146,0.045858458,0.0690257,0.023167249
2009.0,SA,7652,7652,589,323,266,0.042211186,0.07697334,0.034762155
2010.0,SA,9279,9279,788,378,410,0.04073715,0.08492295,0.044185795
2011.0,SA,11550,11550,1081,407,674,0.035238095,0.093593076,0.058354978
2012.0,SA,14031,14031,1208,615,593,0.043831516,0.08609507,0.04226356
2013.0,SA,16804,16804,1450,740,710,0.044037133,0.08628898,0.042251844
2014.0,SA,19313,19313,1591,991,600,0.05131259,0.08237974,0.031067157
2015.0,SA,22427,22427,1775,1157,618,0.0515896,0.07914567,0.027556071
2016.0,SA,25202,25202,1883,1422,461,0.056424093,0.07471629,0.0182922
2017.0,SA,27758,27758,2151,1620,531,0.058361553,0.07749117,0.01912962
2018.0,SA,31031,31031,2343,1799,544,0.057974283,0.07550514,0.017530857
2019.0,SA,33443,33443,2636,2041,595,0.061029214,0.07882068,0.017791467
2020.0,SA,33681,33681,2546,1832,714,0.054392684,0.07559158,0.021198895
2021.0,SA,32353,32353,1899,1538,361,0.047538094,0.058696255,0.011158162
2022.0,SA,0,0,1350,1169,181,,,
2023.0,SA,0,0,131,109,22,,,
1996.0,SC,7,7,0,0,0,0.0,0.0,0.0
1998.0,SC,7,7,0,0,0,0.0,0.0,0.0
2002.0,SC,17,17,2,1,1,0.05882353,0.11764706,0.05882353
2003.0,SC,19,19,1,0,1,0.0,0.05263158,0.05263158
2004.0,SC,20,20,0,2,-2,0.1,0.0,-0.1
2005.0,SC,23,23,0,1,-1,0.04347826,0.0,-0.04347826
2006.0,SC,22,22,2,2,0,0.09090909,0.09090909,0.0
2007.0,SC,18,18,0,1,-1,0.055555556,0.0,-0.055555556
2010.0,SC,21,21,1,3,-2,0.14285715,0.04761905,-0.0952381
2011.0,SC,24,24,1,4,-3,0.16666667,0.041666668,-0.125
2012.0,SC,22,22,1,3,-2,0.13636364,0.045454547,-0.09090909
2013.0,SC,25,25,5,2,3,0.08,0.2,0.12
2015.0,SC,29,29,5,3,2,0.10344828,0.1724138,0.06896552
2016.0,SC,25,25,3,4,-1,0.16,0.12,-0.04
2019.0,SC,40,40,6,5,1,0.125,0.15,0.025
2020.0,SC,39,39,4,3,1,0.07692308,0.102564104,0.025641026
2021.0,SC,41,41,5,1,4,0.024390243,0.12195122,0.09756097
1996.0,SD,189,189,0,0,0,0.0,0.0,0.0
1997.0,SD,232,232,8,14,-6,0.060344826,0.03448276,-0.02586207
1998.0,SD,260,260,8,13,-5,0.05,0.03076923,-0.01923077
1999.0,SD,248,248,4,21,-17,0.08467742,0.016129032,-0.06854839
2000.0,SD,281,281,26,10,16,0.035587188,0.09252669,0.0569395
2001.0,SD,280,280,15,16,-1,0.057142857,0.05357143,-0.0035714286
2002.0,SD,307,307,25,24,1,0.078175895,0.08143322,0.0032573289
2003.0,SD,365,365,22,33,-11,0.090410955,0.06027397,-0.030136986
2004.0,SD,385,385,19,26,-7,0.067532465,0.04935065,-0.018181818
2005.0,SD,478,478,41,20,21,0.041841004,0.08577406,0.043933053
2006.0,SD,562,562,34,28,6,0.049822062,0.06049822,0.010676157
2007.0,SD,620,620,31,49,-18,0.07903226,0.05,-0.029032258
2008.0,SD,667,667,41,41,0,0.061469264,0.061469264,0.0
2009.0,SD,779,779,40,50,-10,0.06418485,0.05134788,-0.01283697
2010.0,SD,846,846,46,43,3,0.050827425,0.05437352,0.0035460992
2011.0,SD,964,964,65,61,4,0.06327801,0.06742739,0.004149378
2012.0,SD,1148,1148,92,76,16,0.06620209,0.080139376,0.013937282
2013.0,SD,1260,1260,95,106,-11,0.08412699,0.07539683,-0.008730159
2014.0,SD,1377,1377,97,125,-28,0.090777054,0.07044299,-0.02033406
2015.0,SD,1512,1512,123,115,8,0.0760582,0.08134921,0.005291005
2016.0,SD,1541,1541,122,159,-37,0.10317975,0.07916937,-0.024010383
2017.0,SD,1608,1608,136,174,-38,0.108208954,0.08457711,-0.023631841
2018.0,SD,1696,1696,154,196,-42,0.11556604,0.09080189,-0.02476415
2019.0,SD,1728,1728,186,243,-57,0.140625,0.10763889,-0.032986112
2020.0,SD,1628,1628,172,219,-47,0.13452089,0.1056511,-0.02886978
2021.0,SD,1490,1490,143,172,-29,0.11543624,0.09597316,-0.019463087
2022.0,SD,0,0,109,122,-13,,,
1996.0,SE,22336,22336,0,0,0,0.0,0.0,0.0
1997.0,SE,25692,25692,613,684,-71,0.026623074,0.023859568,-0.0027635063
1998.0,SE,28789,28789,858,864,-6,0.030011462,0.02980305,-0.00020841294
1999.0,SE,30086,30086,948,894,54,0.029714817,0.03150967,0.0017948548
2000.0,SE,31436,31436,1088,957,131,0.030442804,0.03461,0.004167197
2001.0,SE,32844,32844,1077,1126,-49,0.03428328,0.032791376,-0.0014919011
2002.0,SE,34222,34222,1116,1202,-86,0.035123605,0.032610603,-0.0025130033
2003.0,SE,35890,35890,1234,1305,-71,0.036361102,0.034382835,-0.001978267
2004.0,SE,37548,37548,1270,1334,-64,0.03552786,0.03382337,-0.0017044849
2005.0,SE,39275,39275,1346,1461,-115,0.037199236,0.034271166,-0.0029280712
2006.0,SE,40862,40862,1343,1589,-246,0.038886987,0.032866724,-0.0060202633
2007.0,SE,44281,44281,1657,1707,-50,0.038549267,0.037420113,-0.0011291525
2008.0,SE,45694,45694,1761,1773,-12,0.03880159,0.038538978,-0.00026261652
2009.0,SE,47240,47240,1786,1801,-15,0.038124472,0.037806943,-0.0003175275
2010.0,SE,48760,48760,1850,2004,-154,0.04109926,0.037940934,-0.0031583265
2011.0,SE,50750,50750,2111,1878,233,0.037004925,0.04159606,0.004591133
2012.0,SE,50783,50783,2153,1915,238,0.03770947,0.042396076,0.0046866075
2013.0,SE,52659,52659,2345,2109,236,0.040050134,0.0445318,0.004481665
2014.0,SE,54434,54434,2447,2249,198,0.04131609,0.04495352,0.0036374326
2015.0,SE,56015,56015,2707,2342,365,0.04181023,0.04832634,0.0065161115
2016.0,SE,57253,57253,2803,2465,338,0.043054514,0.048958134,0.0059036207
2017.0,SE,58152,58152,2904,2592,312,0.044572845,0.049938094,0.0053652497
2018.0,SE,58900,58900,3037,2704,333,0.04590832,0.05156197,0.00565365
2019.0,SE,58801,58801,3126,2841,285,0.048315506,0.053162362,0.0048468565
2020.0,SE,56648,56648,2994,2620,374,0.04625053,0.052852705,0.0066021746
2021.0,SE,52971,52971,2270,2058,212,0.038851447,0.04285364,0.0040021897
2022.0,SE,0,0,1549,1477,72,,,
1996.0,SG,3453,3453,0,0,0,0.0,0.0,0.0
1997.0,SG,4306,4306,181,154,27,0.03576405,0.04203437,0.0062703206
1998.0,SG,5271,5271,301,216,85,0.040978942,0.057104915,0.016125971
1999.0,SG,5938,5938,421,252,169,0.042438533,0.07089929,0.028460762
2000.0,SG,6622,6622,431,330,101,0.049833886,0.065086074,0.01525219
2001.0,SG,7318,7318,475,451,24,0.06162886,0.064908445,0.0032795847
2002.0,SG,8305,8305,594,515,79,0.062010836,0.07152318,0.009512342
2003.0,SG,9165,9165,642,515,127,0.056192037,0.0700491,0.013857065
2004.0,SG,9925,9925,725,722,3,0.07274559,0.07304786,0.000302267
2005.0,SG,10611,10611,783,783,0,0.07379135,0.07379135,0.0
2006.0,SG,11400,11400,844,925,-81,0.081140354,0.074035086,-0.007105263
2007.0,SG,12053,12053,871,1061,-190,0.08802788,0.072264165,-0.015763711
2008.0,SG,12925,12925,1052,1061,-9,0.08208898,0.08139265,-0.000696325
2009.0,SG,14168,14168,1263,1107,156,0.07813382,0.08914455,0.011010729
2010.0,SG,15643,15643,1416,1203,213,0.07690341,0.09051972,0.013616314
2011.0,SG,16855,16855,1428,1433,-5,0.08501928,0.08472263,-0.0002966479
2012.0,SG,18403,18403,1643,1414,229,0.0768353,0.08927892,0.0124436235
2013.0,SG,19623,19623,1679,1663,16,0.08474749,0.08556286,0.0008153697
2014.0,SG,20963,20963,1877,1795,82,0.08562706,0.08953871,0.003911654
2015.0,SG,22145,22145,1980,1912,68,0.08634003,0.0894107,0.0030706706
2016.0,SG,22903,22903,2048,2110,-62,0.092127666,0.0894206,-0.002707069
2017.0,SG,23601,23601,2203,2231,-28,0.09452989,0.093343504,-0.0011863904
2018.0,SG,24147,24147,2227,2397,-170,0.09926699,0.09222678,-0.007040212
2019.0,SG,24244,24244,2354,2526,-172,0.10419073,0.09709619,-0.007094539
2020.0,SG,23299,23299,2196,2343,-147,0.10056226,0.094252974,-0.0063092834
2021.0,SG,21522,21522,1717,1888,-171,0.08772419,0.07977883,-0.007945358
2022.0,SG,0,0,1158,1397,-239,,,
1996.0,SI,1872,1872,0,0,0,0.0,0.0,0.0
1997.0,SI,2319,2319,38,26,12,0.01121173,0.016386373,0.0051746443
1998.0,SI,2771,2771,47,43,4,0.015517863,0.016961386,0.0014435222
1999.0,SI,3102,3102,55,41,14,0.013217279,0.017730497,0.004513217
2000.0,SI,3418,3418,50,56,-6,0.016383851,0.014628437,-0.0017554126
2001.0,SI,3817,3817,48,55,-7,0.014409222,0.012575321,-0.0018339009
2002.0,SI,4169,4169,71,74,-3,0.01775006,0.017030463,-0.00071959704
2003.0,SI,4613,4613,68,76,-8,0.016475178,0.0147409495,-0.0017342294
2004.0,SI,4954,4954,93,82,11,0.01655228,0.018772708,0.0022204279
2005.0,SI,5391,5391,99,109,-10,0.020218883,0.01836394,-0.0018549435
2006.0,SI,5827,5827,112,93,19,0.015960185,0.019220868,0.003260683
2007.0,SI,6190,6190,120,128,-8,0.020678515,0.019386107,-0.0012924072
